Retailer,Machine ID,Address,Cities,Full Address,Longitude,Latitude
Safeway,Q01298,Anacortes,"Anacortes, WA","911 11th St, Anacortes, WA",-122.6117014,48.5122831
Safeway,Q01699,Arlington,"Arlington, WA","3532 172nd St NE, Arlington, WA",-122.1793292,48.1515942
Safeway,Q01770,Arlington,"Arlington, WA","20500 Olympic Pl NE, Arlington, WA",-122.1276862,48.1820751
Fred Meyer,Q00164,Auburn,"Auburn, WA","801 Auburn Wy N, Auburn, WA",-122.2266363,47.3156721
Safeway,Q00249,Auburn,"Auburn, WA","101 Auburn Way S, Auburn, WA",-122.2272088,47.3061366
Safeway,Q00804,Auburn,"Auburn, WA","4010 A St SE, Auburn, WA",-122.2269136,47.2728184
Safeway,Q01996,Bainbridge Island,"Bainbridge Island, WA","253 High School Rd NE, Bainbridge Island, WA",-122.5197027,47.6351189
Albertsons,Q00942,Battle Ground,"Battle Ground, WA","2108 W Main St, Battle Ground, WA",-122.5608519,45.7813188
Fred Meyer,Q00185,Battle Ground,"Battle Ground, WA","401 NW 12th Ave, Battle Ground, WA",-122.5489717,45.7842837
QFC,Q00788,Belfair,"Belfair, WA","201 NE WA-300, Belfair, WA",-122.8287165,47.4531037
Fred Meyer,Q00255,Bellevue,"Bellevue, WA","2041 148th Ave NE, Bellevue, WA",-122.1445577,47.6288614
QFC,Q00171,Bellevue,"Bellevue, WA","3550 Factoria Blvd SE, Bellevue, WA",-122.1672038,47.578359
QFC,Q00194,Bellevue,"Bellevue, WA","10116 NE 8th St, Bellevue, WA",-122.2055307,47.6178935
QFC,Q01169,Bellevue,"Bellevue, WA","1510 145th Pl SE, Bellevue, WA",-122.1484573,47.5969425
QFC,Q01552,Bellevue,"Bellevue, WA","15600 NE 8th St, Bellevue, WA",-122.1284529,47.6174142
Safeway,Q00216,Bellevue,"Bellevue, WA","15100 SE 38th St, Bellevue, WA",-122.1371839,47.5765395
Safeway,Q00861,Bellevue,"Bellevue, WA","1645 140th Ave NE, Bellevue, WA",-122.1541508,47.6246767
Safeway,Q01183,Bellevue,"Bellevue, WA","300 Bellevue Way NE, Bellevue, WA",-122.2010975,47.6129263
Uwajimaya,Q01275,Bellevue,"Bellevue, WA","699 120th Ave NE, Bellevue, WA",-122.1824688,47.6158468
Fred Meyer,Q00233,Bellingham,"Bellingham, WA","800 Lakeway Dr, Bellingham, WA",-122.4640378,48.7435651
Fred Meyer,Q00260,Bellingham,"Bellingham, WA","1225 W Bakerview Rd, Bellingham, WA",-122.5121709,48.7886584
Safeway,Q01265,Bellingham,"Bellingham, WA","1275 E Sunset Dr, Bellingham, WA",-122.4585548,48.7745134
WinCo Foods,Q01220,Bellingham,"Bellingham, WA","300 E Bellis Fair Pkwy, Bellingham, WA",-122.4813371,48.7869865
Fred Meyer,Q00143,Bonney Lake,"Bonney Lake, WA","20901 WA-410 E, Bonney Lake, WA",-122.1506684,47.166565
Safeway,Q00874,Bonney Lake,"Bonney Lake, WA","21301 WA-410, Bonney Lake, WA",-122.146619,47.1668837
Fred Meyer,Q00016,Bothell,"Bothell, WA","21045 Bothell Everett Hwy, Bothell, WA",-122.2060054,47.807427
Safeway,Q00026,Bothell,"Bothell, WA","24040 Bothell Everett Hwy, Bothell, WA",-122.2208158,47.7787443
Safeway,Q01931,Bothell,"Bothell, WA","20711 Bothell Everett Hwy, Bothell, WA",-122.2056894,47.8116696
Fred Meyer,Q00196,Bremerton,"Bremerton, WA","5050 WA-303, Bremerton, WA",-122.6266545,47.6109161
Safeway,Q01491,Bremerton,"Bremerton, WA","1401 NE McWilliams Rd, Bremerton, WA",-122.6308316,47.6207115
Safeway,Q01712,Bremerton,"Bremerton, WA","900 N Callow Ave, Bremerton, WA",-122.652778,47.5697707
Fred Meyer,Q00124,Burien,"Burien, WA","14300 1st Ave S, Burien, WA",-122.3323911,47.4753406
Safeway,Q00827,Burien,"Burien, WA","12725 1st Ave S, Burien, WA",-122.3358141,47.4890364
Safeway,Q02164,Burien,"Burien, WA","138 SW 148th St, Burien, WA",-122.3367359,47.4716649
Fred Meyer,Q00224,Burlington,"Burlington, WA","920 S Burlington Blvd, Burlington, WA",-122.3351663,48.4668509
Safeway,Q01401,Covington,"Covington, WA","17023 SE 272nd St, Covington, WA",-122.1148451,47.3565839
Safeway,Q01141,Des Moines,"Des Moines, WA","27035 Pacific Hwy S, Des Moines, WA",-122.3105355,47.3593921
Safeway,Q01118,Duvall,"Duvall, WA","14020 Main St NE, Duvall, WA",-121.985054,47.7265026
Safeway,Q01187,Edmonds,"Edmonds, WA","23632 Hwy 99, Edmonds, WA",-122.3446758,47.7845464
WinCo Foods,Q01297,Edmonds,"Edmonds, WA","21900 Hwy 99, Edmonds, WA",-122.3334081,47.8007547
Safeway,Q00239,Enumclaw,"Enumclaw, WA","152 Roosevelt Ave E, Enumclaw, WA",-121.9799197,47.1981755
Fred Meyer,Q00129,Everett,"Everett, WA","12906 Bothell Everett Hwy, Everett, WA",-122.2074196,47.8796736
QFC,Q00198,Everett,"Everett, WA","2615 Broadway, Everett, WA",-122.2007809,47.9827334
QFC,Q01085,Everett,"Everett, WA","4919 Evergreen Wy, Everett, WA",-122.2120411,47.9525026
Safeway,Q00234,Everett,"Everett, WA","7601 Evergreen Wy, Everett, WA",-122.2196711,47.9285
Safeway,Q00244,Everett,"Everett, WA","5802 134th Pl SE, Everett, WA",-122.1536108,47.8754032
Safeway,Q00263,Everett,"Everett, WA","11031 19th Ave SE, Everett, WA",-122.2051108,47.8973511
Safeway,Q01043,Everett,"Everett, WA","4128 Rucker Ave, Everett, WA",-122.2120656,47.962591
Safeway,Q01284,Everett,"Everett, WA","1715 Broadway, Everett, WA",-122.200262,47.9941095
Safeway,Q01953,Everett,"Everett, WA","520 128th St SW, Everett, WA",-122.2406129,47.8808004
Fred Meyer,Q00037,Federal Way,"Federal Way, WA","33702 21st Ave SW, Federal Way, WA",-122.3589862,47.2984897
Fred Meyer,Q00213,Federal Way,"Federal Way, WA","33702 21st Ave SW, Federal Way, WA",-122.3589862,47.2984897
H Mart Federal Way,Q00117,Federal Way,"Federal Way, WA","31217 Pacific Hwy S, Federal Way, WA",-122.3152249,47.3218624
Safeway,Q00851,Federal Way,"Federal Way, WA","1207 S 320th St, Federal Way, WA",-122.3180134,47.3147799
Safeway,Q01490,Federal Way,"Federal Way, WA","28810 Military Rd S, Federal Way, WA",-122.3000472,47.3425312
The Commons at Federal Way,Q01941,Federal Way,"Federal Way, WA","1928 S Commons, Federal Way, WA",-122.3096094,47.3133863
WinCo Foods,Q01876,Federal Way,"Federal Way, WA","160 SW Campus Dr, Federal Way, WA",-122.3359646,47.2926512
Albertsons,Q01497,Gig Harbor,"Gig Harbor, WA","11330 51st Ave NW, Gig Harbor, WA",-122.6046577,47.3609681
Fred Meyer,Q00228,Gig Harbor,"Gig Harbor, WA","5502 Point Fosdick Dr, Gig Harbor, WA",-122.5810845,47.3075436
Safeway,Q01576,Gig Harbor,"Gig Harbor, WA","4831 Point Fosdick Dr, Gig Harbor, WA",-122.5758605,47.302264
Safeway,Q01961,Graham,"Graham, WA","10105 224th St E, Graham, WA",-122.2963296,47.05427
Fred Meyer,Q00039,Issaquah,"Issaquah, WA","6100 E Lake Sammamish Pkwy SE, Issaquah, WA",-122.0389226,47.5487284
QFC,Q01070,Issaquah,"Issaquah, WA","1540 NW Gilman Blvd, Issaquah, WA",-122.0602521,47.546601
Safeway,Q00125,Issaquah,"Issaquah, WA","735 NW Gilman Blvd, Issaquah, WA",-122.0485818,47.5415358
Safeway,Q01139,Issaquah,"Issaquah, WA","1451 Highlands Dr NE, Issaquah, WA",-122.0175382,47.5422503
Safeway,Q00836,Kenmore,"Kenmore, WA","6850 NE Bothell Way, Kenmore, WA",-122.2476459,47.7592812
Fred Meyer,Q00158,Kent,"Kent, WA","25250 Pacific Hwy S, Kent, WA",-122.2974884,47.3750044
QFC,Q00219,Kent,"Kent, WA","13304 SE 240th St, Kent, WA",-122.1634928,47.3875703
Safeway,Q00241,Kent,"Kent, WA","210 Washington Ave S, Kent, WA",-122.2460874,47.3805498
Safeway,Q01094,Kent,"Kent, WA","13101 SE Kent-Kangley Rd, Kent, WA",-122.1667983,47.3566693
Safeway,Q01137,Kent,"Kent, WA","20830 108th Ave SE, Kent, WA",-122.1955554,47.4151463
WinCo Foods,Q00940,Kent,"Kent, WA","21100 91st Pl S, Kent, WA",-122.2189616,47.4142442
Fred Meyer,Q00014,Kirkland,"Kirkland, WA","12221 120th Ave NE, Kirkland, WA",-122.1831997,47.7082014
Fred Meyer,Q00238,Kirkland,"Kirkland, WA","12221 120th Ave NE, Kirkland, WA",-122.1831997,47.7082014
Safeway,Q00229,Kirkland,"Kirkland, WA","14444 124th Ave NE, Kirkland, WA",-122.1741692,47.7323717
Safeway,Q00613,Kirkland,"Kirkland, WA","10020 NE 137th St, Kirkland, WA",-122.2060489,47.7229832
Safeway,Q01994,Kirkland,"Kirkland, WA","12519 NE 85th St, Kirkland, WA",-122.1734307,47.678829
QFC,Q01942,Lacey,"Lacey, WA","4775 Whitman Ln SE, Lacey, WA",-122.8238644,46.9947632
Safeway,Q01259,Lacey,"Lacey, WA","4700 Yelm Hwy SE, Lacey, WA",-122.822206,46.9979281
Safeway,Q02137,Lacey,"Lacey, WA","6200 Pacific Ave SE, Lacey, WA",-122.799845,47.0392599
Safeway,Q00384,Lake Stevens,"Lake Stevens, WA","717 WA-9 NE, Lake Stevens, WA",-122.1053337,48.0014339
Safeway,Q00859,Lakewood,"Lakewood, WA","10223 Gravelly Lake Dr SW, Lakewood, WA",-122.5201022,47.1646506
Fred Meyer,Q00994,Longview,"Longview, WA","3184 Ocean Beach Hwy, Longview, WA",-122.9633734,46.1479214
Safeway,Q00115,Longview,"Longview, WA","2930 Ocean Beach Hwy, Longview, WA",-122.9609881,46.148871
Safeway,Q00945,Longview,"Longview, WA","1227 15th Ave, Longview, WA",-122.93781,46.1370282
WinCo Foods,Q01789,Longview,"Longview, WA","120 Triangle Shopping Center, Longview, WA",-122.9337894,46.1432116
Safeway,Q01929,Lynden,"Lynden, WA","8071 WA-539, Lynden, WA",-122.4874233,48.9349758
Fred Meyer,Q00165,Lynnwood,"Lynnwood, WA","4615 196th St SW, Lynnwood, WA",-122.2963325,47.8218287
Fred Meyer,Q00174,Lynnwood,"Lynnwood, WA","2902 164th St SW, Lynnwood, WA",-122.2727871,47.848254
H Mart Lynnwood,Q00130,Lynnwood,"Lynnwood, WA","3301 184th St SW, Lynnwood, WA",-122.2777917,47.8330362
Safeway,Q00203,Lynnwood,"Lynnwood, WA","14826 Hwy 99, Lynnwood, WA",-122.2828562,47.8638989
Safeway,Q01302,Lynnwood,"Lynnwood, WA","19500 Hwy 99, Lynnwood, WA",-122.3167522,47.8218956
Safeway,Q01399,Lynnwood,"Lynnwood, WA","12811 Beverly Park Rd, Lynnwood, WA",-122.2810305,47.8810777
Fred Meyer,Q00111,Maple Valley,"Maple Valley, WA","26520 Maple Valley Black Diamond Rd SE, Maple Valley, WA",-122.0188644,47.3635873
Safeway,Q00869,Maple Valley,"Maple Valley, WA","26916 Maple Valley Black Diamond Rd Se, Maple Valley, WA",-122.0185167,47.3603731
Albertsons,Q01782,Marysville,"Marysville, WA","301 Marysville Mall, Marysville, WA",-122.1492224,48.0563616
Fred Meyer,Q00142,Marysville,"Marysville, WA","9925 State Ave, Marysville, WA",-122.1696481,48.0853604
Fred Meyer,Q00247,Marysville,"Marysville, WA","9925 State Ave, Marysville, WA",-122.1696481,48.0853604
Safeway,Q01136,Marysville,"Marysville, WA","1258 State Ave, Marysville, WA",-122.1744992,48.0625209
WinCo Foods,Q01940,Marysville,"Marysville, WA","3947 116th St NE, Marysville, WA",-122.1774596,48.1009873
